Vuln ID,Severity,Group Title,Rule ID,STIG ID,Rule Title,Discussion,IA Controls,Check Content,Fix Text,False Positives,False Negatives,Documentable,Mitigations,Potential Impact,Third Party Tools,Mitigation Control,Responsibility,Severity Override Guidance,Check Content Reference,Classification,STIG,Asset Posture,CCI,NIST SP 800-53 Revision 4 References,Legacy
V-239955,medium,SRG-NET-000510-VPN-002160,SV-239955r769243_rule,CASA-VN-000190,The Cisco ASA must be configured to use a FIPS-validated cryptographic module to generate cryptographic hashes.,"FIPS 140-2 precludes the use of invalidated cryptography for the cryptographic protection of sensitive or valuable data within Federal systems. Unvalidated cryptography is viewed by NIST as providing no protection to the information or data. In effect, the data would be considered unprotected plain text. If the agency specifies that the information or data be cryptographically protected, then FIPS 140-2 is applicable. In essence, if cryptography is required, it must be validated. Cryptographic modules that have been approved for classified use may be used in lieu of modules that have been validated against the FIPS 140-2 standard.

The cryptographic module used must have at least one validated hash algorithm. This validated hash algorithm must be used to generate cryptographic hashes for all cryptographic security function within the product being evaluated.",,"Verify the ASA is configured to use a FIPS-validated cryptographic module to generate cryptographic hashes.

Step 1: Verify that a FIPS-validated hash is used for IKE Phase 1 as shown in the example below.
 
crypto ikev2 policy 1
…
…
…
 integrity sha256

Step 2: Verify that a FIPS-validated hash is used for the IPsec SA.

crypto ipsec ikev2 ipsec-proposal IPSEC_TRANS
 protocol esp integrity sha-256

If the ASA is not configured to use a FIPS-validated cryptographic module to generate cryptographic hashes, this is a finding.","Configure the ASA to use a FIPS-validated cryptographic module to generate cryptographic hashes as shown in the examples below.

ASA1(config)# crypto ikev2 policy 1
ASA1(config-ikev2-policy)# integrity sha256
ASA1(config-ikev2-policy)# exit

ASA1(config)# crypto ipsec ikev2 ipsec-proposal IPSEC_TRANS
ASA1(config-ipsec-proposal)# protocol esp integrity sha-256
ASA1(config-ipsec-proposal)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-002450
The information system implements organization-defined cryptographic uses and type of cryptography required for each use in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.
NIST SP 800-53 Revision 4 :: SC-13

",SC-13,
V-239956,medium,SRG-NET-000510-VPN-002170,SV-239956r666274_rule,CASA-VN-000200,The Cisco ASA must be configured to use a FIPS-validated cryptographic module to implement IPsec encryption services.,"FIPS 140-2 precludes the use of invalidated cryptography for the cryptographic protection of sensitive or valuable data within Federal systems. Unvalidated cryptography is viewed by NIST as providing no protection to the information or data. In effect, the data would be considered unprotected plain text. If the agency specifies that the information or data be cryptographically protected, then FIPS 140-2 is applicable. In essence, if cryptography is required, it must be validated. Cryptographic modules that have been approved for classified use may be used in lieu of modules that have been validated against the FIPS 140-2 standard.

The cryptographic module used must have one FIPS-validated encryption algorithm (i.e., validated Advanced Encryption Standard [AES]). This validated algorithm must be used for encryption for cryptographic security function within the product being evaluated.",,"Verify the ASA uses a FIPS-validated cryptographic module to implement IPsec encryption services.

crypto ipsec ikev2 ipsec-proposal IPSEC_TRANS
 protocol esp encryption aes-192

If the ASA is not configured to use a FIPS-validated cryptographic module to implement IPsec encryption services, this is a finding.","Configure the ASA to use a FIPS-validated cryptographic module to implement IPsec encryption services as shown in the example below.

ASA2(config)# crypto ipsec ikev2 ipsec-proposal IPSEC_TRANS
ASA2(config-ipsec-proposal)# protocol esp encryption aes-192",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-002450
The information system implements organization-defined cryptographic uses and type of cryptography required for each use in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.
NIST SP 800-53 Revision 4 :: SC-13

",SC-13,
V-239957,high,SRG-NET-000074-VPN-000250,SV-239957r666277_rule,CASA-VN-000210,The Cisco ASA must be configured to use a Diffie-Hellman (DH) Group of 14 or greater for Internet Key Exchange (IKE) Phase 1.,"Use of an approved DH algorithm ensures the Internet Key Exchange (IKE) (Phase 1) proposal uses FIPS-validated key management techniques and processes in the production, storage, and control of private/secret cryptographic keys. The security of the DH key exchange is based on the difficulty of solving the discrete logarithm from which the key was derived. Hence, the larger the modulus, the more secure the generated key is considered to be.",,"Review the ASA configuration to determine if DH Group of 14 or greater has been specified for IKE Phase 1 as shown in the example below.

crypto ikev2 policy 1
 encryption aes-256
 …
 group 24

If DH Group of 14 or greater has not been specified for IKE Phase 1, this is a finding.","Configure the ASA to use a DH Group of 14 or greater as shown in the example below.

ASA1(config)# crypto ikev2 policy 1
ASA1(config-ikev2-policy)# group 24",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000068
The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

",AC-17 (2),
V-239958,medium,SRG-NET-000168-VPN-000600,SV-239958r769246_rule,CASA-VN-000230,The Cisco ASA must be configured to use FIPS-validated SHA-2 or higher for Internet Key Exchange (IKE) Phase 1.,"Without cryptographic integrity protections, information can be altered by unauthorized users without detection.

Although allowed by SP800-131Ar2 for some applications, SHA-1 is considered a compromised hashing standard and is being phased out of use by industry and Government standards. Unless required for legacy use, DoD systems should not be configured to use SHA-2 for integrity of remote access sessions. ",,"Review the ASA configuration to verify that SHA-2 or higher is specified for IKE Phase 1 as shown in the example below.

crypto ikev2 policy 1
 …
 integrity sha256

If the ASA is not configured to use SHA-2 or higher for IKE Phase 1, this is a finding.","Configure the ASA to use FIPS-validated SHA-2 or higher for IKE Phase 1 as shown in the example below.

ASA2(config)# crypto ikev2 policy 1
ASA2(config-ikev2-policy)# integrity sha256",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000803
The information system implements mechanisms for authentication to a cryptographic module that meet the requirements of applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication.
NIST SP 800-53 :: IA-7
NIST SP 800-53A :: IA-7.1
NIST SP 800-53 Revision 4 :: IA-7

",IA-7,
V-239959,high,SRG-NET-000230-VPN-000780,SV-239959r770426_rule,CASA-VN-000240,The Cisco ASA must be configured to use FIPS-validated SHA-2 or higher for Internet Key Exchange (IKE) Phase 2.,"Authenticity protection provides protection against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

Although allowed by SP800-131Ar2 for some applications, SHA-1 is considered a compromised hashing standard and is being phased out of use by industry and Government standards. Unless required for legacy use, DoD systems should not be configured to use SHA-2 for integrity of remote access sessions.

This requirement focuses on communications protection for the application session rather than for the network packet and establishes grounds for confidence at both ends of communications sessions in ongoing identities of other parties and in the validity of information transmitted. Depending on the required degree of confidentiality and integrity, web services/SOA will require the use of mutual authentication (two-way/bidirectional).

An IPsec Security Association (SA) is established using either IKE or manual configuration.",,"Review the ASA configuration to verify that SHA-2 or higher is specified for IKE Phase 2 as shown in the example below.

Step 1: Review the crypto map for IKE Phase 2.

crypto map IPSEC_MAP 10 set ikev2 ipsec-proposal AES_SHA

Step 2: Verify that the proposal specifies SHA-2 or higher.

crypto ipsec ikev2 ipsec-proposal AES_SHA
 protocol esp encryption …
 protocol esp integrity sha-384 sha-256

If the ASA is not configured to use SHA-2 or higher for IKE Phase 2, this is a finding.","Configure the ASA to use FIPS-validated SHA-2 or higher for IKE Phase 2.

Step 1: Configure the IKE Phase 2 proposal as shown in the example below.

ASA1(config)# crypto ipsec ikev2 ipsec-proposal AES_SHA
ASA1(config-ipsec-proposal)# protocol esp integrity sha-384 sha-256
ASA1(config-ipsec-proposal)# exit

Step 2: Configure the crypto map using the configured proposal.

ASA1(config)# crypto map IPSEC_MAP 10 set ikev2 ipsec-proposal
ASA1(config)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-001184
The information system protects the authenticity of communications sessions.
NIST SP 800-53 :: SC-23
NIST SP 800-53A :: SC-23.1
NIST SP 800-53 Revision 4 :: SC-23

",SC-23,
V-239960,medium,SRG-NET-000019-VPN-000040,SV-239960r666286_rule,CASA-VN-000300,The Cisco ASA VPN gateway must be configured to restrict what traffic is transported via the IPsec tunnel according to flow control policies.,"Unrestricted traffic may contain malicious traffic which poses a threat to an enclave or to other connected networks. Additionally, unrestricted traffic may transit a network, which uses bandwidth and other resources.

VPN traffic received from another enclave with different security policy or level of trust must not bypass being inspected by the firewall before being forwarded to the private network.",,"Step 1: Determine the ACL that is used to define what traffic will be transported via the IPsec tunnel.

crypto map IPSEC_MAP 10 match address SITE1_SITE2
crypto map IPSEC_MAP 10 set peer x.x.x.x

Step 2: Verify that the traffic defined in the ACL is in accordance with flow control policies.

access-list SITE1_SITE2 extended permit ip 192.168.1.0 255.255.255.0 192.168.2.0 255.255.255.0

If the VPN gateway is not configured to restrict what traffic is transported via the IPsec tunnel, this is a finding.","Step 1: Define what traffic will be transported via the IPsec tunnel as shown in the example below.

ASA1(config)# access-list SITE1_SITE2 extended permit ip 192.168.1.0 255.255.255.0 192.168.2.0 255.255.255.0

Step 2: Apply the ACL to the IPsec crypto map.

ASA1(config)# crypto map IPSEC_MAP 10 match address SITE1_SITE2",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-001414
The information system enforces approved authorizations for controlling the flow of information between interconnected systems based on organization-defined information flow control policies.
NIST SP 800-53 :: AC-4
NIST SP 800-53A :: AC-4.1 (iii)
NIST SP 800-53 Revision 4 :: AC-4

",AC-4,
V-239961,medium,SRG-NET-000148-VPN-000540,SV-239961r666289_rule,CASA-VN-000310,The Cisco ASA VPN gateway must be configured to identify all peers before establishing a connection.,"Without identifying devices, unidentified or unknown devices may be introduced, thereby facilitating malicious activity.

For distributed architectures (e.g., service-oriented architectures), the decisions regarding the validation of identification claims may be made by services separate from the services acting on those decisions. In such situations, it is necessary to provide the identification decisions (as opposed to the actual identifiers) to the services that need to act on those decisions.

This requirement applies to applications that connect either locally, remotely, or through a network to an endpoint device (including, but not limited to, workstations, printers, servers (outside a datacenter), VoIP Phones, and VTC CODECs). Gateways and SOA applications are examples of where this requirement would apply.",,"Verify the VPN Gateway authenticate all peers before establishing a connection as shown in the example below. 

tunnel-group x.x.x.x type ipsec-l2l
tunnel-group x.x.x.x ipsec-attributes
 ikev2 remote-authentication pre-shared-key *****
 ikev2 local-authentication pre-shared-key *****

Note: Authentication can be either pre-shared key or certificate.

If the VPN Gateway does not uniquely identify and authenticate all peers establishing a connection, this is a finding.","Configure the VPN Gateway to authenticate all peers before establishing a connection.

ASA1(config)# tunnel-group x.x.x.x type ipsec-l2l
ASA1(config)# tunnel-group x.x.x.x ipsec-attributes
ASA1(config-tunnel-ipsec)# ikev2 remote-authentication pre-shared-key xxxxxxx
ASA1(config-tunnel-ipsec)# ikev2 local-authentication pre-shared-key xxxxxxx
ASA1(config-tunnel-ipsec)# end

Note: The password complexity of pre-shared keys must be in compliance with NIST SP 800-53 control IA-5.",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000778
The information system uniquely identifies an organization defined list of specific and/or types of devices before establishing a local, remote, or network connection.
NIST SP 800-53 :: IA-3
NIST SP 800-53A :: IA-3.1 (ii)
NIST SP 800-53 Revision 4 :: IA-3

",IA-3,
V-239962,high,SRG-NET-000565-VPN-002400,SV-239962r792463_rule,CASA-VN-000340,The Cisco ASA VPN gateway must use cryptographic algorithms approved by NSA to protect NSS when transporting classified traffic across an unclassified network.,"Use of weak or untested encryption algorithms undermines the purposes of utilizing encryption to protect data. The VPN gateway must implement cryptographic modules adhering to the higher standards approved by the Federal Government since this provides assurance they have been tested and validated.

NIST cryptographic algorithms are approved by NSA to protect NSS. Based on an analysis of the impact of quantum computing, cryptographic algorithms specified by CNSSP-15 and approved for use in products in the CSfC program have been changed to more stringent protocols and configured with increased bit sizes and other secure characteristics to protect against quantum computing threats. The Commercial National Security Algorithm Suite (CNSA Suite) replaces Suite B.",,"Verify the VPN gateway is configured to use cryptography that is compliant with CSNA/CNSSP when transporting classified traffic across an unclassified network.

Step 1: Verify CSNA/CNSSP-15 parameters have been configured for IKE Phase 1 as shown in the example below.
 
crypto ikev2 policy 2
 encryption aes-256
 integrity null
 group 19
 prf sha384

Step 2: Determine the crypto map for IKE Phase 2 used in compliance with CSNA/CNSSP-15.

crypto map CSNA_MAP 10 set ikev2 ipsec-proposal aes-256

Step 3: Verify the proposal specifies AES 256 parameters.

crypto ipsec ikev2 ipsec-proposal AES-256
 protocol esp encryption aes-256

If the VPN gateway is not configured to use cryptography that is compliant with CSNA/CNSSP-15 parameters when transporting classified traffic across an unclassified network, this is a finding.","Configure the VPN gateway to use cryptography that is compliant with CSNA/CNSSP-15 parameters when transporting classified traffic across an unclassified network as shown in the example below.

Step 1: Configure the IKE Phase 1.

ASA2(config)# crypto ikev2 policy 2
ASA2(config-ikev2-policy)# encryption aes-256
ASA2(config-ikev2-policy)# integrity null
ASA2(config-ikev2-policy)# group 20
ASA2(config-ikev2-policy)# prf sha384
ASA2(config-ikev2-policy)# exit

Step 2: Configure the IPsec proposal for AES 256 and apply to a crypto map as shown in the example below.

ASA2(config-ipsec-proposal)# protocol esp encryption aes-256
ASA2(config-ipsec-proposal)# exit
ASA2(config)# crypto map CSNA_MAP 10 set ikev2 ipsec-proposal AES-256
ASA2(config)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-002450
The information system implements organization-defined cryptographic uses and type of cryptography required for each use in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.
NIST SP 800-53 Revision 4 :: SC-13

",SC-13,
V-239963,medium,SRG-NET-000337-VPN-001290,SV-239963r666295_rule,CASA-VN-000350,The Cisco ASA VPN gateway must be configured to renegotiate the IPsec Security Association after eight hours or less.,"The IPsec SA and its corresponding key will expire either after the number of seconds or amount of traffic volume has exceeded the configured limit. A new SA is negotiated before the lifetime threshold of the existing SA is reached to ensure that a new SA is ready for use when the old one expires. The longer the lifetime of the IPsec SA, the longer the lifetime of the session key used to protect IP traffic. The SA is less secure with a longer lifetime because an attacker has a greater opportunity to collect traffic encrypted by the same key and subject it to cryptanalysis. However, a shorter lifetime causes IPsec peers to renegotiate Phase 2, more often resulting in the expenditure of additional resources.

Specify the lifetime (in seconds) of an Internet Key Exchange (IKE) security association (SA). When the SA expires, it is replaced by a new SA, the Security Parameter Index (SPI), or terminated if the peer cannot be contacted for renegotiation.",,"Verify the VPN gateway renegotiates the security association after eight hours or less as shown in the example below.

crypto map IPSEC_MAP 10 match address SITE1_SITE2
crypto map IPSEC_MAP 10 set peer x.x.x.x 
…
…
…
crypto map IPSEC_MAP 10 set security-association lifetime seconds 3600

If the VPN Gateway does not renegotiate the security association after eight hours or less, this is a finding.","Configure the VPN gateway to renegotiate the security association after eight hours or less as shown in the example below.

ASA1(config)# crypto map IPSEC_MAP 10 set security-association lifetime seconds 28800
ASA1(config)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

",IA-11,
V-239964,medium,SRG-NET-000337-VPN-001300,SV-239964r666298_rule,CASA-VN-000360,The Cisco ASA VPN gateway must be configured to renegotiate the IKE security association after 24 hours or less.,"When a VPN gateway creates an IPsec Security Association (SA), resources must be allocated to maintain the SA. These resources are wasted during periods of IPsec endpoint inactivity, which could result in the gateway’s inability to create new SAs for other endpoints, thereby preventing new sessions from connecting. The Internet Key Exchange (IKE) idle timeout may also be set to allow SAs associated with inactive endpoints to be deleted before the SA lifetime has expired, although this setting is not recommended at this time. The value of one hour or less is a common best practice.",,"Verify the VPN gateway renegotiates the IKE security association after 24 hours or less as shown in the example below.

crypto ikev2 policy 2
 encryption …
 …
 …
 …
 lifetime seconds 86400

If the VPN gateway does not renegotiate the IKE security association after 24 hours or less, this is a finding.","Configure the VPN gateway to renegotiate the IKE security association after 24 hours or less as shown in the example below.

ASA2(config)# crypto ikev2 policy 2
ASA2(config-ikev2-policy)# lifetime seconds 86400
ASA2(config-ikev2-policy)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

",IA-11,
V-239965,medium,SRG-NET-000166-VPN-000580,SV-239965r666301_rule,CASA-VN-000390,The Cisco ASA remote access VPN server must be configured to use a separate authentication server than that used for administrative access.,The VPN interacts directly with public networks and devices and should not contain user authentication information for all users. AAA network security services provide the primary framework through which a network administrator can set up access control and authorization on network points of entry or network access servers. It is not advisable to configure access control on the VPN gateway or remote access server. Separation of services provides added assurance to the network if the access control server is compromised.,,"In the example below, radius server at 10.1.1.2 is used for administrative access authentication while the LDAP server will be used for granting remote access to the network.

aaa-server LDAP protocol ldap
aaa-server LDAP (INSIDE) host 10.1.1.1
…
…
…
aaa-server RADIUS_GROUP protocol radius
aaa-server RADIUS_GROUP (INSIDE) host 10.1.1.2
 key *****
…
…
…
aaa authentication serial console RADIUS_GROUP LOCAL
aaa authentication ssh console RADIUS_GROUP LOCAL

If the ASA is not configured to use a separate authentication server than that used for administrative access, this is a finding.","Configure the ASA to use a separate authentication server as shown in the example below.

ASA2(config)# aaa-server LDAP protocol ldap
ASA2(config)# aaa-server LDAP (INSIDE) host 10.1.1.1",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000187
The information system, for PKI-based authentication, maps the authenticated identity to the account of the individual or group.
NIST SP 800-53 :: IA-5 (2)
NIST SP 800-53A :: IA-5 (2).1
NIST SP 800-53 Revision 4 :: IA-5 (2) (c)

",IA-5 (2) (c),
V-239966,medium,SRG-NET-000320-VPN-001120,SV-239966r666304_rule,CASA-VN-000400,The Cisco ASA remote access VPN server must be configured to use LDAP over SSL to determine authorization for granting access to the network.,"Protecting authentication communications between the client, the VPN Gateway, and the authentication server keeps this critical information from being exploited.

In distributed information systems, authorization processes and access control decisions may occur in separate parts of the systems. In such instances, authorization information is transmitted securely so timely access control decisions can be enforced at the appropriate locations. To support the access control decisions, it may be necessary to transmit as part of the access authorization information, supporting security attributes. This is due to the fact that in distributed information systems, there are various access control decisions that need to be made and different entities (e.g., services) make these decisions in a serial fashion, each requiring some security attributes to make the decisions.

This applies to VPN gateways that have the concept of a user account and have the login function residing on the VPN gateway.",,"Step 1: Verify that authorization is enforced as shown in the example below.

tunnel-group ANY_CONNECT type remote-access
tunnel-group ANY_CONNECT general-attributes
 authorization-server-group LDAP
 authorization-required
 
Step 2: Verify that LDAP over SSL has been enabled.

aaa-server LDAP protocol ldap
aaa-server LDAP (INSIDE) host 10.1.1.1
 ldap-over-ssl enable

If the ASA is not configured to use LDAP over SSL to determine authorization for granting access to the network, this is a finding.","Step 1: Configure the ASA to use LDAP over SSL as shown in the example below.

ASA2(config)# aaa-server LDAP protocol ldap
ASA2(config)# aaa-server LDAP (INSIDE) host 10.1.1.1
ASA2(config-aaa-server-host)# ldap-over-ssl enable 
ASA2(config-aaa-server-host)# exit

Step 2: Configure the ASA to enforce authorization using the common name (CN) from the user’s certificate.

ASA2(config)# tunnel-group ANY_CONNECT general-attributes
ASA2(config-tunnel-general)# authorization-required 
ASA2(config-tunnel-general)# authorization-server-group LDAP
ASA2(config-tunnel-general)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-002353
The information system transmits organization-defined access authorization information using organization-defined security safeguards to organization-defined information systems which enforce access control decisions.
NIST SP 800-53 Revision 4 :: AC-24 (1)

",AC-24 (1),
V-239967,medium,SRG-NET-000138-VPN-000490,SV-239967r666307_rule,CASA-VN-000410,The Cisco ASA remote access VPN server must be configured to identify and authenticate users before granting access to the network.,"To assure accountability and prevent unauthenticated access, organizational users must be identified and authenticated to prevent potential misuse and compromise of the system.

Organizational users include organizational employees or individuals the organization deems to have equivalent status of employees (e.g., contractors). Organizational users (and any processes acting on behalf of users) must be uniquely identified and authenticated for all accesses except the following:

(i) Accesses explicitly identified and documented by the organization. Organizations document specific user actions that can be performed on the information system without identification or authentication; and

(ii) Accesses that occur through authorized use of group authenticators without individual authentication. Organizations may require unique identification of individuals' in-group accounts (e.g., shared privilege accounts) or for detailed accountability of individual activity.

This requirement only applies to components where this is specific to the function of the device or has the concept of an organizational user (e.g., VPN or proxy capability). This does not apply to authentication for the purpose of configuring the device itself (i.e., device management).",,"Verify the ASA is configured to uniquely identify and authenticate users before granting access to the network as shown in the example below.

tunnel-group ANY_CONNECT type remote-access
tunnel-group ANY_CONNECT webvpn-attributes
 authentication certificate

If the ASA is not configured to identify and authenticate users before granting access to the network, this is a finding.","Configure the ASA to uniquely identify and authenticate users before granting access to the network. 

ASA1(config)# tunnel-group ANY_CONNECT webvpn-attributes
ASA1(config-tunnel-webvpn)# authentication certificate 
ASA1(config-tunnel-webvpn)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000764
The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).
NIST SP 800-53 :: IA-2
NIST SP 800-53A :: IA-2.1
NIST SP 800-53 Revision 4 :: IA-2

",IA-2,
V-239968,high,SRG-NET-000140-VPN-000500,SV-239968r666310_rule,CASA-VN-000440,The Cisco ASA remote access VPN server must be configured to enforce certificate-based authentication before granting access to the network.,"To assure accountability and prevent unauthenticated access, non-privileged users must utilize multifactor authentication to prevent potential misuse and compromise of the system.

Multifactor authentication uses two or more factors to achieve authentication. Use of password for user remote access for non-privileged account is not authorized.

Factors include:
(i) Something you know (e.g., password/PIN);
(ii) Something you have (e.g., cryptographic identification device, token); or
(iii) Something you are (e.g., biometric).

A non-privileged account is any information system account with authorizations of a non-privileged user.

Network access is any access to a network element by a user (or a process acting on behalf of a user) communicating through a network.

The DoD CAC with DoD-approved PKI is an example of multifactor authentication.",,"Review the ASA configuration to verify that it enforces certificate-based authentication before granting access to the network as shown in the example below.

tunnel-group ANY_CONNECT type remote-access
tunnel-group ANY_CONNECT webvpn-attributes
 authentication certificate

If the ASA configuration does not enforce certificate-based authentication before granting access to the network, this is a finding.","Configure the ASA to enforce certificate-based authentication before granting access to the network as shown in the example below.

ASA1(config)# tunnel-group ANY_CONNECT webvpn-attributes
ASA1(config-tunnel-webvpn)# authentication certificate 
ASA1(config-tunnel-webvpn)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000766
The information system implements multifactor authentication for network access to non-privileged accounts.
NIST SP 800-53 :: IA-2 (2)
NIST SP 800-53A :: IA-2 (2).1
NIST SP 800-53 Revision 4 :: IA-2 (2)

",IA-2 (2),
V-239969,medium,SRG-NET-000166-VPN-000590,SV-239969r666313_rule,CASA-VN-000450,The Cisco ASA remote access VPN server must be configured to map the distinguished name (DN) from the client’s certificate to entries in the authentication server to determine authorization to access the network.,"Without mapping the certificate used to authenticate to the user account, the ability to determine the identity of the individual user or group will not be available for forensic analysis.

This requirement only applies to components where this is specific to the function of the device or has the concept of a user (e.g., VPN or ALG). This does not apply to authentication for the purpose of configuring the device itself (i.e., device management).",,"Review the tunnel group configured for remote access and verify that the DN or UPN from the client’s certificate is used to map to entries in the authentication server to determine authorization as shown in the example below.

tunnel-group ANY_CONNECT type remote-access
tunnel-group ANY_CONNECT general-attributes
 authorization-server-group LDAP
 authorization-required
 username-from-certificate use-entire-name

If the ASA is not configured to map the distinguished name from the client’s certificate to entries in the authentication server to determine authorization, this is a finding.","Configure the ASA to map the distinguished name from the client’s certificate to entries in the authentication server to determine authorization as shown in the example.

ASA2(config)# tunnel-group ANY_CONNECT general-attributes
ASA2(config-tunnel-general)# authorization-required 
ASA2(config-tunnel-general)# authorization-server-group LDAP
ASA2(config-tunnel-general)# username-from-certificate username-from-certificate use-entire-name
ASA2(config-tunnel-general)# end",,,FALSE,,,,,,,M,Unclass,"Cisco ASA VPN Security Technical Implementation Guide :: Version 1, Release: 1 Benchmark Date: 15 Jul 2021",5344,"CCI-000187
The information system, for PKI-based authentication, maps the authenticated identity to the account of the individual or group.
NIST SP 800-53 :: IA-5 (2)
NIST SP 800-53A :: IA-5 (2).1
NIST SP 800-53 Revision 4 :: IA-5 (2) (c)

",IA-5 (2) (c),
